@relation 'keeldataset-weka.filters.unsupervised.attribute.Remove-R5,20-22'

@attribute cap-shape {x,b,s,f,k,c}
@attribute cap-surface {s,y,f,g}
@attribute cap-color {n,y,w,g,e,p,b,u,c,r}
@attribute bruises {t,f}
@attribute gill-attachment {f,a}
@attribute gill-spacing {c,w}
@attribute gill-size {n,b}
@attribute gill-color {k,n,g,p,w,h,u,e,b,r,y,o}
@attribute stalk-shape {e,t}
@attribute stalk-root {e,c,b,r}
@attribute stalk-surface-above-ring {s,f,k,y}
@attribute stalk-surface-below-ring {s,f,y,k}
@attribute stalk-color-above-ring {w,g,p,n,b,e,o,c,y}
@attribute stalk-color-below-ring {w,p,g,b,n,e,y,o,c}
@attribute veil-type {p}
@attribute veil-color {w,n,o,y}
@attribute ring-number {o,t,n}
@attribute ring-type {p,e,l,f,n}
@attribute verdict {p,e}

@data
b,s,w,f,f,w,b,p,e,b,s,s,w,w,p,w,t,p,e
k,s,e,f,f,c,n,b,t,b,k,k,w,w,p,w,o,e,p
f,y,n,f,f,c,n,b,t,b,s,k,w,w,p,w,o,e,p
f,y,n,t,f,c,b,w,e,b,s,s,w,w,p,w,t,p,e
k,s,n,f,f,c,n,b,t,b,s,s,p,p,p,w,o,e,p
k,s,n,f,f,c,n,b,t,b,s,k,w,p,p,w,o,e,p
f,y,n,f,f,c,n,b,t,b,s,k,w,p,p,w,o,e,p
f,y,e,f,a,c,b,w,e,c,k,y,c,c,p,w,n,n,p
x,s,e,f,f,c,n,b,t,c,s,k,w,p,p,w,o,e,p
k,y,e,f,f,c,n,b,t,c,s,s,p,p,p,w,o,e,p
x,s,n,f,f,c,n,b,t,c,s,k,p,p,p,w,o,e,p
k,s,e,f,f,c,n,b,t,c,k,k,w,w,p,w,o,e,p
k,y,n,f,f,c,n,b,t,c,s,k,w,p,p,w,o,e,p
f,y,e,f,f,c,n,b,t,c,s,s,w,w,p,w,o,e,p
x,f,w,f,f,w,b,w,e,c,s,s,w,w,p,w,t,p,e
k,s,n,f,f,c,n,b,t,c,k,s,w,w,p,w,o,e,p
f,s,n,f,f,c,n,b,t,c,s,k,p,p,p,w,o,e,p
k,s,e,f,f,c,n,b,t,c,s,k,p,p,p,w,o,e,p
k,s,e,f,f,c,n,b,t,c,k,k,w,w,p,w,o,e,p
k,y,n,f,f,c,n,b,t,c,s,s,p,p,p,w,o,e,p
k,f,w,f,f,w,b,g,e,c,s,s,w,w,p,w,t,p,e
k,s,n,f,f,c,n,b,t,c,s,s,p,p,p,w,o,e,p
k,y,n,f,f,c,n,b,t,c,k,s,p,p,p,w,o,e,p
k,s,n,f,f,c,n,b,t,c,k,k,w,w,p,w,o,e,p
k,s,e,f,f,c,n,b,t,c,s,s,w,w,p,w,o,e,p
x,s,n,f,f,c,n,b,t,c,k,k,w,p,p,w,o,e,p
x,y,e,f,f,c,n,b,t,c,s,s,p,p,p,w,o,e,p
f,s,e,f,f,c,n,b,t,c,k,k,p,w,p,w,o,e,p
k,y,n,f,f,c,n,b,t,c,s,s,p,p,p,w,o,e,p
b,s,n,f,f,c,b,w,e,b,y,y,n,n,p,w,t,p,e
f,s,n,f,f,c,n,b,t,b,s,s,p,w,p,w,o,e,p
k,y,e,f,f,c,n,b,t,b,k,k,p,w,p,w,o,e,p
x,s,n,f,f,c,b,w,e,b,y,y,n,n,p,w,t,p,e
f,s,n,f,f,c,n,b,t,b,k,k,w,p,p,w,o,e,p
k,s,n,f,f,c,n,b,t,b,s,s,w,w,p,w,o,e,p
f,y,n,f,f,c,n,b,t,b,k,k,w,w,p,w,o,e,p
x,s,n,f,f,c,n,b,t,b,s,s,p,p,p,w,o,e,p
k,f,w,f,f,w,b,w,e,b,s,s,w,w,p,w,t,p,e
f,y,e,f,f,c,n,b,t,b,k,k,w,w,p,w,o,e,p
x,s,e,f,f,c,n,b,t,b,s,k,p,w,p,w,o,e,p
x,s,n,f,f,c,n,b,t,b,k,s,w,w,p,w,o,e,p
f,s,n,f,f,c,n,b,t,b,k,s,w,w,p,w,o,e,p
k,s,n,f,f,c,n,b,t,b,k,k,w,w,p,w,o,e,p
k,s,e,f,f,c,n,b,t,b,k,s,w,w,p,w,o,e,p
k,s,e,f,f,c,n,b,t,b,k,s,p,w,p,w,o,e,p
x,s,e,f,f,c,n,b,t,b,k,k,w,p,p,w,o,e,p
b,s,n,f,f,c,b,w,e,b,y,y,n,n,p,w,t,p,e
k,s,e,f,f,c,n,b,t,b,k,s,p,w,p,w,o,e,p
x,s,n,f,f,c,n,b,t,b,s,s,w,w,p,w,o,e,p
x,y,e,f,f,c,n,b,t,b,k,k,w,w,p,w,o,e,p
f,s,e,f,f,c,n,b,t,b,s,s,p,p,p,w,o,e,p
b,s,n,f,a,c,b,n,e,b,s,s,o,o,p,n,o,p,e
k,s,g,f,f,w,b,p,e,b,k,k,w,w,p,w,t,p,e
k,y,e,f,f,c,b,y,e,c,k,y,c,c,p,w,n,n,p
k,y,e,f,f,c,n,b,t,c,k,s,w,p,p,w,o,e,p
f,s,e,f,f,c,n,b,t,c,k,k,p,p,p,w,o,e,p
k,s,n,f,a,c,b,y,e,c,s,s,o,o,p,o,o,p,e
f,y,e,f,f,c,n,b,t,c,k,s,p,w,p,w,o,e,p
k,y,e,f,f,c,n,b,t,c,s,k,w,p,p,w,o,e,p
k,f,w,f,f,w,b,p,e,c,k,s,w,w,p,w,t,p,e
x,s,g,f,f,w,b,w,e,c,s,k,w,w,p,w,t,p,e
k,s,n,f,a,c,b,y,e,c,s,s,o,o,p,o,o,p,e
k,y,e,f,f,c,n,b,t,c,s,s,w,w,p,w,o,e,p
k,y,n,f,f,c,n,b,t,c,k,s,w,p,p,w,o,e,p
k,s,e,f,f,c,n,b,t,c,k,s,w,w,p,w,o,e,p
x,s,w,f,f,w,b,w,e,c,k,k,w,w,p,w,t,p,e
k,s,w,f,f,w,b,g,e,c,k,k,w,w,p,w,t,p,e
k,s,w,f,f,w,b,p,e,c,k,s,w,w,p,w,t,p,e
k,s,e,f,f,c,n,b,t,c,k,s,p,w,p,w,o,e,p
x,s,e,f,f,c,n,b,t,c,s,s,p,w,p,w,o,e,p
k,s,g,f,f,w,b,w,e,c,s,k,w,w,p,w,t,p,e
x,f,w,f,f,w,b,g,e,c,s,k,w,w,p,w,t,p,e
k,y,e,f,f,c,n,b,t,c,s,k,w,w,p,w,o,e,p
b,s,w,f,f,w,b,g,e,c,s,s,w,w,p,w,t,p,e
k,s,e,f,f,c,n,b,t,c,s,s,w,p,p,w,o,e,p
f,s,n,f,f,c,n,b,t,c,s,k,w,w,p,w,o,e,p
f,y,n,f,f,c,n,b,t,c,s,k,p,p,p,w,o,e,p
k,s,g,f,f,w,b,p,e,c,s,k,w,w,p,w,t,p,e
x,s,w,f,f,w,b,w,e,c,s,s,w,w,p,w,t,p,e
f,y,e,f,f,c,n,b,t,c,s,s,w,p,p,w,o,e,p
x,s,e,f,f,c,n,b,t,c,s,s,w,w,p,w,o,e,p
x,f,w,f,f,w,b,g,e,c,k,k,w,w,p,w,t,p,e
k,f,w,f,f,w,b,g,e,c,k,k,w,w,p,w,t,p,e
f,s,e,f,f,c,n,b,t,c,k,k,p,w,p,w,o,e,p
f,s,g,t,f,c,b,w,e,b,s,s,w,w,p,w,t,p,e
k,s,e,f,f,c,n,b,t,b,k,s,w,p,p,w,o,e,p
x,s,n,f,f,c,n,b,t,b,s,k,w,p,p,w,o,e,p
k,s,n,f,a,c,b,y,e,b,s,s,o,o,p,n,o,p,e
x,s,n,f,a,c,b,n,e,b,s,s,o,o,p,o,o,p,e
k,y,e,f,f,c,n,b,t,b,k,s,w,w,p,w,o,e,p
x,s,e,f,f,c,n,b,t,b,k,s,p,w,p,w,o,e,p
x,s,n,f,f,c,n,b,t,b,k,s,w,p,p,w,o,e,p
k,s,e,f,f,c,n,b,t,b,k,k,w,w,p,w,o,e,p
x,s,n,f,f,c,n,b,t,b,s,k,w,w,p,w,o,e,p
k,f,w,f,f,w,b,g,e,b,k,s,w,w,p,w,t,p,e
k,s,n,f,a,c,b,o,e,b,s,s,o,o,p,n,o,p,e
k,y,c,f,f,c,b,w,e,c,k,y,c,c,p,w,n,n,p
x,f,g,f,f,w,b,g,e,c,s,s,w,w,p,w,t,p,e
x,s,n,f,a,c,b,n,e,c,s,s,o,o,p,o,o,p,e
x,s,n,f,a,c,b,y,e,c,s,s,o,o,p,o,o,p,e
k,y,e,f,f,c,n,b,t,c,k,s,w,p,p,w,o,e,p
k,f,w,f,f,w,b,p,e,c,s,s,w,w,p,w,t,p,e
x,f,g,f,f,w,b,g,e,c,k,s,w,w,p,w,t,p,e
f,s,n,f,a,c,b,o,e,c,s,s,o,o,p,o,o,p,e
k,y,n,f,f,c,n,b,t,c,k,k,w,p,p,w,o,e,p
k,y,n,f,f,c,n,b,t,c,k,s,p,w,p,w,o,e,p
f,y,n,f,f,c,n,b,t,c,k,s,w,w,p,w,o,e,p
f,y,e,f,f,c,n,b,t,c,k,s,w,p,p,w,o,e,p
k,f,g,f,f,w,b,p,e,c,s,k,w,w,p,w,t,p,e
f,y,e,f,f,c,n,b,t,c,k,k,w,p,p,w,o,e,p
f,y,n,f,f,c,n,b,t,c,k,s,w,p,p,w,o,e,p
k,s,e,f,f,c,n,b,t,c,k,s,p,p,p,w,o,e,p
k,s,g,f,f,w,b,w,e,c,k,k,w,w,p,w,t,p,e
b,s,n,f,a,c,b,y,e,c,s,s,o,o,p,n,o,p,e
k,y,n,f,f,c,n,b,t,c,k,k,w,w,p,w,o,e,p
x,s,n,f,f,c,n,b,t,c,k,s,p,p,p,w,o,e,p
b,s,n,f,a,c,b,o,e,c,s,s,o,o,p,n,o,p,e
k,s,n,f,f,c,n,b,t,c,k,s,w,w,p,w,o,e,p
k,s,n,f,f,c,n,b,t,c,k,k,p,w,p,w,o,e,p
k,s,e,f,f,c,n,b,t,c,s,k,w,w,p,w,o,e,p
f,s,e,f,f,c,n,b,t,c,s,s,w,p,p,w,o,e,p
x,s,e,f,f,c,n,b,t,c,s,s,p,p,p,w,o,e,p
x,s,e,f,f,c,n,b,t,c,s,s,w,w,p,w,o,e,p
x,s,n,f,f,c,n,b,t,c,s,s,p,w,p,w,o,e,p
k,y,n,f,f,c,n,b,t,c,s,k,w,w,p,w,o,e,p
x,s,p,t,f,c,b,w,e,b,s,s,w,w,p,w,t,p,e
f,s,e,f,f,c,n,b,t,b,s,k,w,p,p,w,o,e,p
x,y,n,f,a,c,b,w,e,c,k,y,c,c,p,w,n,n,p
k,s,n,f,f,c,n,b,t,c,s,s,w,w,p,w,o,e,p
k,s,g,f,f,w,b,g,e,c,k,k,w,w,p,w,t,p,e
k,s,n,f,f,c,n,b,t,c,k,s,p,w,p,w,o,e,p
f,y,n,f,f,c,n,b,t,c,k,k,p,w,p,w,o,e,p
k,s,n,f,f,c,n,b,t,c,s,k,p,w,p,w,o,e,p
k,y,e,f,f,c,n,b,t,c,s,k,p,w,p,w,o,e,p
f,y,e,f,f,c,n,b,t,c,k,s,p,w,p,w,o,e,p
f,s,c,t,f,c,b,w,e,b,s,s,w,w,p,w,t,p,e
f,y,n,f,f,c,n,b,t,b,s,k,p,w,p,w,o,e,p
k,s,e,f,f,c,n,b,t,b,s,k,w,p,p,w,o,e,p
x,s,e,f,f,c,n,b,t,b,k,s,p,p,p,w,o,e,p
f,y,e,f,f,c,n,b,t,b,k,k,p,p,p,w,o,e,p
x,s,n,f,f,c,n,b,t,b,s,s,p,w,p,w,o,e,p
f,s,n,f,a,c,b,y,e,b,s,s,o,o,p,n,o,p,e
f,s,e,f,f,c,n,b,t,b,s,k,p,p,p,w,o,e,p
x,y,e,f,f,c,n,b,t,b,s,k,p,w,p,w,o,e,p
x,y,e,f,f,c,n,b,t,b,s,k,w,w,p,w,o,e,p
x,s,e,f,f,c,n,b,t,b,k,k,p,p,p,w,o,e,p
k,s,e,f,f,c,n,b,t,b,k,k,p,p,p,w,o,e,p
x,s,e,f,f,c,n,b,t,b,s,s,w,p,p,w,o,e,p
b,f,g,f,f,w,b,w,e,b,k,s,w,w,p,w,t,p,e
k,y,e,f,f,c,n,b,t,b,k,s,p,w,p,w,o,e,p
k,s,e,f,f,c,n,b,t,b,s,k,p,w,p,w,o,e,p
k,f,g,f,f,w,b,g,e,b,s,s,w,w,p,w,t,p,e
f,s,n,f,a,c,b,n,e,b,s,s,o,o,p,n,o,p,e
f,y,n,f,f,c,b,w,e,c,k,y,c,c,p,w,n,n,p
k,s,e,f,f,c,n,b,t,c,s,k,w,p,p,w,o,e,p
f,s,n,f,f,c,n,b,t,c,k,k,w,w,p,w,o,e,p
k,y,n,f,f,c,n,b,t,c,k,k,w,p,p,w,o,e,p
k,s,e,f,f,c,n,b,t,c,s,s,w,p,p,w,o,e,p
k,y,n,f,f,c,n,b,t,c,s,s,w,w,p,w,o,e,p
k,y,n,f,f,c,n,b,t,c,s,k,w,p,p,w,o,e,p
x,f,g,f,f,w,b,g,e,c,k,k,w,w,p,w,t,p,e
k,y,e,f,f,c,n,b,t,c,k,k,w,p,p,w,o,e,p
x,y,c,f,a,c,b,y,e,c,k,y,c,c,p,w,n,n,p
k,y,e,f,f,c,n,b,t,c,k,k,w,p,p,w,o,e,p
k,y,e,f,f,c,n,b,t,c,k,k,p,w,p,w,o,e,p
b,s,w,f,f,w,b,p,e,c,s,k,w,w,p,w,t,p,e
k,s,n,f,f,c,n,b,t,c,k,k,p,w,p,w,o,e,p
x,s,e,f,f,c,n,b,t,c,s,k,p,p,p,w,o,e,p
f,y,n,f,f,c,n,b,t,c,k,s,p,w,p,w,o,e,p
f,s,e,f,f,c,n,b,t,c,k,k,p,p,p,w,o,e,p
k,y,e,f,f,c,n,b,t,c,s,k,p,w,p,w,o,e,p
k,y,e,f,f,c,n,b,t,c,k,s,w,p,p,w,o,e,p
b,f,w,f,f,w,b,w,e,c,s,s,w,w,p,w,t,p,e
k,y,n,f,a,c,b,w,e,c,k,y,c,c,p,w,n,n,p
f,y,e,f,f,c,n,b,t,c,k,s,p,w,p,w,o,e,p
k,s,n,f,f,c,n,b,t,c,s,k,w,p,p,w,o,e,p
k,y,n,f,f,c,n,b,t,c,k,s,w,p,p,w,o,e,p
x,s,e,f,f,c,n,b,t,c,k,k,w,w,p,w,o,e,p
x,y,g,t,f,c,b,w,e,b,s,s,w,w,p,w,t,p,e
f,s,n,f,f,c,n,b,t,b,k,s,p,w,p,w,o,e,p
k,y,e,f,f,c,n,b,t,b,k,s,w,w,p,w,o,e,p
k,f,w,f,f,w,b,w,e,b,k,k,w,w,p,w,t,p,e
x,s,n,f,f,c,n,b,t,b,k,s,p,p,p,w,o,e,p
k,y,n,f,f,c,n,b,t,b,s,s,p,w,p,w,o,e,p
x,s,e,f,f,c,n,b,t,b,s,s,p,w,p,w,o,e,p
k,s,w,f,f,w,b,w,e,b,s,k,w,w,p,w,t,p,e
f,y,n,f,f,c,n,b,t,b,s,s,w,p,p,w,o,e,p
k,s,e,f,f,c,n,b,t,b,k,k,w,p,p,w,o,e,p
k,s,e,f,f,c,n,b,t,b,k,k,w,w,p,w,o,e,p
f,y,e,f,f,c,n,b,t,b,s,k,p,p,p,w,o,e,p
f,s,n,f,a,c,b,n,e,b,s,s,o,o,p,n,o,p,e
f,y,n,f,f,c,n,b,t,b,k,k,p,w,p,w,o,e,p
k,y,e,f,f,c,n,b,t,b,s,s,p,w,p,w,o,e,p
k,s,e,f,f,c,n,b,t,b,s,k,w,w,p,w,o,e,p
k,s,e,f,f,c,n,b,t,b,s,k,p,w,p,w,o,e,p
b,s,n,f,a,c,b,o,e,b,s,s,o,o,p,o,o,p,e
k,s,g,f,f,w,b,p,e,b,k,k,w,w,p,w,t,p,e
x,s,n,f,a,c,b,n,e,b,s,s,o,o,p,o,o,p,e
x,f,g,f,f,w,b,p,e,b,k,k,w,w,p,w,t,p,e
k,s,e,f,f,c,n,b,t,b,s,s,w,p,p,w,o,e,p
f,y,e,f,f,c,n,b,t,b,s,k,w,p,p,w,o,e,p
k,s,n,f,f,c,n,b,t,b,k,k,p,w,p,w,o,e,p
k,s,n,f,f,c,n,b,t,b,k,s,p,w,p,w,o,e,p
b,s,w,f,f,w,b,p,e,b,k,s,w,w,p,w,t,p,e
f,s,n,f,f,c,n,b,t,b,s,s,p,p,p,w,o,e,p
b,f,g,f,f,w,b,p,e,b,s,k,w,w,p,w,t,p,e
x,s,n,f,f,c,n,b,t,b,k,s,w,w,p,w,o,e,p
x,y,e,f,f,c,n,b,t,b,s,k,w,w,p,w,o,e,p
f,y,c,f,f,c,b,w,e,c,k,y,c,c,p,w,n,n,p
f,s,n,f,f,c,n,b,t,c,s,s,w,p,p,w,o,e,p
x,y,e,f,f,c,n,b,t,c,s,s,p,w,p,w,o,e,p
f,s,n,f,f,c,n,b,t,c,k,k,w,w,p,w,o,e,p
f,y,e,f,f,c,n,b,t,c,k,s,w,p,p,w,o,e,p
f,s,e,f,f,c,n,b,t,c,k,k,w,p,p,w,o,e,p
x,s,e,f,f,c,n,b,t,c,k,k,w,w,p,w,o,e,p
k,s,g,f,f,w,b,w,e,c,k,s,w,w,p,w,t,p,e
x,s,e,f,f,c,n,b,t,c,s,s,p,w,p,w,o,e,p
k,s,n,f,f,c,n,b,t,c,k,s,w,p,p,w,o,e,p
k,y,e,f,f,c,n,b,t,c,k,s,w,p,p,w,o,e,p
x,s,n,f,f,c,n,b,t,c,k,k,w,p,p,w,o,e,p
b,s,g,f,f,w,b,g,e,c,s,k,w,w,p,w,t,p,e
x,s,n,f,f,c,n,b,t,c,s,s,w,p,p,w,o,e,p
f,s,e,f,f,c,n,b,t,c,s,s,w,w,p,w,o,e,p
k,s,n,f,f,c,n,b,t,c,s,s,p,w,p,w,o,e,p
b,s,g,f,f,w,b,w,e,c,s,s,w,w,p,w,t,p,e
x,s,n,f,f,c,n,b,t,c,k,k,p,p,p,w,o,e,p
f,y,e,f,f,c,n,b,t,c,s,k,w,w,p,w,o,e,p
f,s,e,f,f,c,n,b,t,c,s,k,p,w,p,w,o,e,p
f,y,n,f,f,c,b,y,e,c,k,y,c,c,p,w,n,n,p
b,f,g,f,f,w,b,g,e,c,k,s,w,w,p,w,t,p,e
f,s,e,f,f,c,n,b,t,c,k,k,p,p,p,w,o,e,p
k,s,n,f,f,c,n,b,t,c,s,k,p,p,p,w,o,e,p
k,s,g,f,f,w,b,p,e,c,s,k,w,w,p,w,t,p,e
k,y,n,f,f,c,n,b,t,c,k,k,p,p,p,w,o,e,p
x,s,e,f,f,c,n,b,t,c,k,k,p,p,p,w,o,e,p
b,s,n,f,a,c,b,y,e,c,s,s,o,o,p,o,o,p,e
k,y,n,f,f,c,n,b,t,c,s,k,p,w,p,w,o,e,p
f,y,n,f,f,c,n,b,t,c,k,k,w,w,p,w,o,e,p
x,s,n,f,a,c,b,n,e,c,s,s,o,o,p,n,o,p,e
k,s,n,f,f,c,n,b,t,c,k,k,p,w,p,w,o,e,p
k,s,n,f,f,c,n,b,t,c,k,k,p,p,p,w,o,e,p
k,s,n,f,f,c,n,b,t,c,k,s,p,p,p,w,o,e,p
k,s,n,f,f,c,n,b,t,c,s,s,p,w,p,w,o,e,p
f,y,c,t,f,c,b,w,e,b,s,s,w,w,p,w,t,p,e
f,s,n,f,a,c,b,n,e,b,s,s,o,o,p,n,o,p,e
b,s,w,f,f,w,b,g,e,b,k,k,w,w,p,w,t,p,e
k,s,e,f,f,c,n,b,t,b,s,s,p,p,p,w,o,e,p
b,s,g,f,f,w,b,w,e,b,s,s,w,w,p,w,t,p,e
k,y,e,f,f,c,n,b,t,b,k,k,p,w,p,w,o,e,p
k,y,n,f,f,c,n,b,t,b,s,s,w,w,p,w,o,e,p
x,s,n,f,a,c,b,o,e,b,s,s,o,o,p,o,o,p,e
x,s,e,f,f,c,n,b,t,b,k,s,w,w,p,w,o,e,p
x,s,n,f,f,c,n,b,t,b,k,s,p,p,p,w,o,e,p
f,s,e,f,f,c,n,b,t,b,k,s,w,w,p,w,o,e,p
f,y,e,f,f,c,n,b,t,b,s,s,p,p,p,w,o,e,p
x,y,e,f,f,c,n,b,t,b,k,s,p,p,p,w,o,e,p
k,s,e,f,f,c,n,b,t,b,k,k,w,w,p,w,o,e,p
k,y,n,f,f,c,b,w,e,b,y,y,n,n,p,w,t,p,e
f,s,e,f,f,c,n,b,t,b,s,s,w,w,p,w,o,e,p
k,s,n,f,f,c,n,b,t,b,k,k,p,w,p,w,o,e,p
f,y,n,f,f,c,n,b,t,b,s,s,w,w,p,w,o,e,p
f,s,e,f,f,c,n,b,t,b,k,s,p,p,p,w,o,e,p
k,f,g,f,f,w,b,w,e,b,s,s,w,w,p,w,t,p,e
k,s,n,f,f,c,n,b,t,b,s,k,w,p,p,w,o,e,p
b,f,w,f,f,w,b,p,e,b,k,s,w,w,p,w,t,p,e
k,s,e,f,f,c,n,b,t,b,k,k,p,w,p,w,o,e,p
x,s,g,f,f,w,b,p,e,b,k,k,w,w,p,w,t,p,e
k,s,n,f,a,c,b,y,e,b,s,s,o,o,p,o,o,p,e
k,s,e,f,f,c,n,b,t,b,k,s,w,p,p,w,o,e,p
k,y,n,f,f,c,n,b,t,b,s,s,w,p,p,w,o,e,p
k,f,g,f,f,w,b,g,e,b,k,k,w,w,p,w,t,p,e
x,s,n,f,f,c,n,b,t,b,s,s,p,p,p,w,o,e,p
k,y,n,f,f,c,n,b,t,b,s,s,w,p,p,w,o,e,p
x,f,w,f,f,w,b,g,e,b,k,s,w,w,p,w,t,p,e
k,y,e,f,f,c,n,b,t,b,k,s,p,w,p,w,o,e,p
k,s,e,f,f,c,n,b,t,b,k,s,p,p,p,w,o,e,p
k,s,e,f,f,c,n,b,t,b,k,k,p,w,p,w,o,e,p
k,y,e,f,f,c,n,b,t,b,k,s,w,w,p,w,o,e,p
k,y,n,f,f,c,n,b,t,b,s,s,p,w,p,w,o,e,p
k,s,g,f,f,w,b,g,e,b,k,k,w,w,p,w,t,p,e
k,y,n,f,f,c,n,b,t,b,k,k,p,p,p,w,o,e,p
k,s,e,f,f,c,n,b,t,b,s,s,w,p,p,w,o,e,p
x,s,g,f,f,w,b,w,e,b,s,k,w,w,p,w,t,p,e
f,s,n,f,a,c,b,y,e,b,s,s,o,o,p,o,o,p,e
k,s,g,f,f,w,b,g,e,b,k,s,w,w,p,w,t,p,e
x,s,e,f,f,c,n,b,t,b,k,s,w,p,p,w,o,e,p
k,s,n,f,f,c,n,b,t,b,s,s,w,w,p,w,o,e,p
k,s,n,f,f,c,n,b,t,b,s,k,w,p,p,w,o,e,p
x,s,g,f,f,w,b,p,e,b,k,s,w,w,p,w,t,p,e
k,y,e,f,f,c,n,b,t,b,k,k,p,p,p,w,o,e,p
f,s,n,f,a,c,b,n,e,b,s,s,o,o,p,o,o,p,e
k,s,w,f,f,w,b,w,e,b,k,k,w,w,p,w,t,p,e
f,y,e,f,f,c,b,y,e,c,k,y,c,c,p,w,n,n,p
b,s,g,f,f,w,b,g,e,c,k,k,w,w,p,w,t,p,e
f,y,n,f,f,c,n,b,t,c,s,k,w,w,p,w,o,e,p
b,s,n,f,a,c,b,o,e,c,s,s,o,o,p,n,o,p,e
b,s,g,f,f,w,b,w,e,c,k,s,w,w,p,w,t,p,e
k,s,n,f,a,c,b,n,e,c,s,s,o,o,p,o,o,p,e
b,s,g,f,f,w,b,p,e,c,k,k,w,w,p,w,t,p,e
k,s,n,f,f,c,n,b,t,c,k,s,w,w,p,w,o,e,p
k,y,n,f,f,c,n,b,t,c,s,k,p,w,p,w,o,e,p
f,s,n,f,a,c,b,n,e,c,s,s,o,o,p,n,o,p,e
k,s,e,f,f,c,n,b,t,c,k,k,p,p,p,w,o,e,p
f,s,e,f,f,c,n,b,t,c,s,k,w,p,p,w,o,e,p
k,s,n,f,f,c,n,b,t,c,s,k,p,p,p,w,o,e,p
k,s,n,f,f,c,n,b,t,c,s,k,w,p,p,w,o,e,p
b,s,n,f,a,c,b,y,e,c,s,s,o,o,p,o,o,p,e
k,f,g,f,f,w,b,w,e,c,k,k,w,w,p,w,t,p,e
b,s,n,f,a,c,b,o,e,c,s,s,o,o,p,o,o,p,e
k,s,n,f,f,c,n,b,t,c,k,s,p,w,p,w,o,e,p
k,y,e,f,f,c,n,b,t,c,s,k,w,p,p,w,o,e,p
k,y,e,f,f,c,n,b,t,c,k,s,p,p,p,w,o,e,p
k,s,n,f,f,c,n,b,t,c,s,s,p,p,p,w,o,e,p
f,s,n,f,a,c,b,n,e,c,s,s,o,o,p,o,o,p,e
k,s,e,f,f,c,n,b,t,c,s,s,w,w,p,w,o,e,p
x,s,n,f,a,c,b,o,e,c,s,s,o,o,p,o,o,p,e
k,s,n,f,f,c,n,b,t,c,k,k,w,p,p,w,o,e,p
k,s,w,f,f,w,b,p,e,c,s,s,w,w,p,w,t,p,e
k,y,e,f,f,c,n,b,t,c,s,s,w,p,p,w,o,e,p
k,y,n,f,f,c,n,b,t,c,k,k,p,w,p,w,o,e,p
k,f,g,f,f,w,b,g,e,c,s,s,w,w,p,w,t,p,e
f,s,n,f,f,c,n,b,t,c,k,s,p,w,p,w,o,e,p
x,s,g,f,f,w,b,w,e,c,s,s,w,w,p,w,t,p,e
k,y,n,f,f,c,n,b,t,c,s,k,p,w,p,w,o,e,p
f,s,e,f,f,c,n,b,t,c,s,k,p,p,p,w,o,e,p
x,f,w,f,f,w,b,p,e,c,k,k,w,w,p,w,t,p,e
k,y,n,f,f,c,n,b,t,c,k,s,w,w,p,w,o,e,p
f,y,n,f,a,c,b,w,e,c,k,y,c,c,p,w,n,n,p
b,f,g,f,f,w,b,w,e,c,s,s,w,w,p,w,t,p,e
k,y,e,f,f,c,n,b,t,c,k,k,w,p,p,w,o,e,p
x,y,e,f,f,c,n,b,t,c,k,s,p,p,p,w,o,e,p
k,s,e,f,f,c,n,b,t,c,k,k,w,p,p,w,o,e,p
k,f,g,f,f,w,b,g,e,c,s,k,w,w,p,w,t,p,e
k,f,w,f,f,w,b,p,e,c,s,s,w,w,p,w,t,p,e
k,y,e,f,f,c,n,b,t,c,s,k,w,w,p,w,o,e,p
k,s,g,f,f,w,b,g,e,c,s,s,w,w,p,w,t,p,e
k,s,n,f,f,c,n,b,t,c,s,k,p,w,p,w,o,e,p
k,y,n,f,f,c,n,b,t,c,s,s,p,w,p,w,o,e,p
k,s,w,f,f,w,b,w,e,c,k,s,w,w,p,w,t,p,e
k,y,e,f,f,c,n,b,t,c,k,k,p,w,p,w,o,e,p
b,s,w,f,f,w,b,w,e,c,k,s,w,w,p,w,t,p,e
k,s,n,f,f,c,n,b,t,c,s,k,p,p,p,w,o,e,p
x,s,w,f,f,w,b,w,e,c,s,k,w,w,p,w,t,p,e
b,s,n,f,a,c,b,n,e,c,s,s,o,o,p,o,o,p,e
k,s,n,f,f,c,n,b,t,c,k,s,w,p,p,w,o,e,p
k,y,e,f,f,c,n,b,t,c,s,k,p,w,p,w,o,e,p
x,f,w,f,f,w,b,w,e,c,s,s,w,w,p,w,t,p,e
x,y,e,f,a,c,b,y,e,c,k,y,c,c,p,w,n,n,p
k,s,e,f,f,c,n,b,t,c,k,k,p,w,p,w,o,e,p
k,s,n,f,f,c,n,b,t,c,k,k,w,w,p,w,o,e,p
k,y,n,f,f,c,n,b,t,c,s,s,p,w,p,w,o,e,p
k,s,e,f,f,c,n,b,t,c,s,k,w,w,p,w,o,e,p
k,s,n,f,a,c,b,o,e,c,s,s,o,o,p,n,o,p,e
k,y,n,f,f,c,n,b,t,c,k,s,p,w,p,w,o,e,p
f,y,n,f,f,c,b,w,e,b,y,y,n,n,p,w,t,p,e
k,s,g,f,f,w,b,w,e,b,s,s,w,w,p,w,t,p,e
